trace_name,split,trace_p_arrival_sample,trace_s_arrival_sample,trace_sampling_rate_hz,trace_channel,trace_npts,station_code,station_latitude_deg,station_longitude_deg,source_magnitude,source_depth_km,source_distance_km,source_latitude_deg,source_longitude_deg,event_name,preprocess_method,preprocess_highpass_hz
FKS0270107200602,dev,1422,2639,100.0,ZNE,11900,FKS027,37.07,139.6808,4.8,56.0,100.894,36.17,139.822,0107200602,raw-accel,1.0
FKS0090107200602,dev,1239,2896,100.0,ZNE,11900,FKS009,37.2778,140.6349,4.8,56.0,142.947,36.17,139.822,0107200602,raw-accel,1.0
CHB0100107200602,dev,1337,2493,100.0,ZNE,11900,CHB010,35.7077,140.568,4.8,56.0,84.6,36.17,139.822,0107200602,raw-accel,1.0
FKS0110107200602,dev,1413,3055,100.0,ZNE,11900,FKS011,37.0911,140.9035,4.8,56.0,140.763,36.17,139.822,0107200602,raw-accel,1.0
FKS0160107200602,dev,1264,2593,100.0,ZNE,11900,FKS016,37.1228,140.1914,4.8,56.0,110.985,36.17,139.822,0107200602,raw-accel,1.0
TKY0030107200602,dev,612,1527,100.0,ZNE,12000,TKY003,35.7968,139.2912,4.8,56.0,63.288,36.17,139.822,0107200602,raw-accel,1.0
CHB0020107200602,dev,1456,2214,100.0,ZNE,11900,CHB002,35.7868,139.9031,4.8,56.0,43.243,36.17,139.822,0107200602,raw-accel,1.0
TKY0150107200602,dev,1148,2798,200.0,ZNE,36000,TKY015,35.7313,139.8121,4.8,56.0,48.803,36.17,139.822,0107200602,raw-accel,1.0
GNM0130107200602,dev,387,1391,100.0,ZNE,11900,GNM013,36.3181,139.0176,4.8,56.0,74.015,36.17,139.822,0107200602,raw-accel,1.0
TCG0090107200602,dev,1368,2264,100.0,ZNE,11900,TCG009,36.7258,139.7155,4.8,56.0,62.55,36.17,139.822,0107200602,raw-accel,1.0
SIT0010107200602,dev,1418,2319,100.0,ZNE,11900,SIT001,36.2428,139.1937,4.8,56.0,56.967,36.17,139.822,0107200602,raw-accel,1.0
SIT0080107200602,dev,673,1341,100.0,ZNE,11900,SIT008,35.9745,139.7526,4.8,56.0,22.622,36.17,139.822,0107200602,raw-accel,1.0
IBR0170107200602,dev,1449,2341,100.0,ZNE,11900,IBR017,35.9537,140.3194,4.8,56.0,50.783,36.17,139.822,0107200602,raw-accel,1.0
SIT0060107200602,dev,844,1841,100.0,ZNE,11900,SIT006,35.9954,139.0709,4.8,56.0,70.253,36.17,139.822,0107200602,raw-accel,1.0
IBR0100107200602,dev,1398,2056,100.0,ZNE,11900,IBR010,36.1843,139.9653,4.8,56.0,12.964,36.17,139.822,0107200602,raw-accel,1.0
TCG0110107200602,dev,1394,2049,100.0,ZNE,11900,TCG011,36.3867,139.6145,4.8,56.0,30.448,36.17,139.822,0107200602,raw-accel,1.0
GNM0020107200602,dev,1411,2642,100.0,ZNE,11900,GNM002,36.7819,138.9695,4.8,56.0,102.202,36.17,139.822,0107200602,raw-accel,1.0
SIT0100107200602,dev,1451,2155,100.0,ZNE,12000,SIT010,35.9065,139.6481,4.8,56.0,33.22,36.17,139.822,0107200602,raw-accel,1.0
IBR0080107200602,dev,1455,2152,100.0,ZNE,11900,IBR008,36.3062,139.9828,4.8,56.0,20.919,36.17,139.822,0107200602,raw-accel,1.0
IBR0050107200602,dev,1393,2205,100.0,ZNE,11900,IBR005,36.3851,140.2372,4.8,56.0,44.254,36.17,139.822,0107200602,raw-accel,1.0
FKS0250107200602,dev,1376,2810,100.0,ZNE,11900,FKS025,37.3077,139.9,4.8,56.0,126.733,36.17,139.822,0107200602,raw-accel,1.0
SIT0130107200602,dev,592,1439,100.0,ZNE,11900,SIT013,35.7965,139.4659,4.8,56.0,52.469,36.17,139.822,0107200602,raw-accel,1.0
GNM0010107200602,dev,1413,2492,100.0,ZNE,11900,GNM001,36.7722,139.2248,4.8,56.0,85.671,36.17,139.822,0107200602,raw-accel,1.0
IBR0020107200602,dev,973,2250,100.0,ZNE,11900,IBR002,36.7061,140.7068,4.8,56.0,99.115,36.17,139.822,0107200602,raw-accel,1.0
SIT0140107200602,dev,1314,2531,100.0,ZNE,11900,SIT014,35.9954,138.801,4.8,56.0,93.809,36.17,139.822,0107200602,raw-accel,1.0
SIT0020107200602,dev,1396,2102,100.0,ZNE,11900,SIT002,36.1476,139.3884,4.8,56.0,39.018,36.17,139.822,0107200602,raw-accel,1.0
GNM0100107200602,dev,1483,2193,100.0,ZNE,11900,GNM010,36.2343,139.5331,4.8,56.0,26.898,36.17,139.822,0107200602,raw-accel,1.0
YMN0010107200602,dev,889,2093,100.0,ZNE,11900,YMN001,35.7895,138.9198,4.8,56.0,91.571,36.17,139.822,0107200602,raw-accel,1.0
TCG0030107200602,dev,1384,2344,100.0,ZNE,11900,TCG003,36.8144,139.7153,4.8,56.0,72.306,36.17,139.822,0107200602,raw-accel,1.0
SIT0050107200602,dev,1450,2304,100.0,ZNE,11900,SIT005,36.0562,139.2626,4.8,56.0,51.834,36.17,139.822,0107200602,raw-accel,1.0
TCG0040107200602,dev,1369,2395,100.0,ZNE,11900,TCG004,36.8061,139.4204,4.8,56.0,79.344,36.17,139.822,0107200602,raw-accel,1.0
FKS0130107200602,dev,1176,2584,100.0,ZNE,11900,FKS013,37.09,140.5563,4.8,56.0,121.518,36.17,139.822,0107200602,raw-accel,1.0
CHB0040107200602,dev,1342,2340,100.0,ZNE,11900,CHB004,35.9007,140.4905,4.8,56.0,67.175,36.17,139.822,0107200602,raw-accel,1.0
TKY0010107200602,dev,1311,2392,100.0,ZNE,11900,TKY001,35.8029,139.0956,4.8,56.0,77.079,36.17,139.822,0107200602,raw-accel,1.0
CHB0120107200602,dev,1268,2315,100.0,ZNE,11900,CHB012,35.5727,140.3333,4.8,56.0,80.854,36.17,139.822,0107200602,raw-accel,1.0
IBR0010107200602,dev,1389,2439,100.0,ZNE,11900,IBR001,36.7761,140.3569,4.8,56.0,82.665,36.17,139.822,0107200602,raw-accel,1.0
IBR0060107200602,dev,1486,2392,100.0,ZNE,11900,IBR006,36.369,140.4528,4.8,56.0,60.743,36.17,139.822,0107200602,raw-accel,1.0
TCG0070107200602,dev,1401,2174,100.0,ZNE,11900,TCG007,36.5692,139.8861,4.8,56.0,44.771,36.17,139.822,0107200602,raw-accel,1.0
YMN0020107200602,dev,1270,2479,100.0,ZNE,11900,YMN002,35.6132,138.947,4.8,56.0,100.258,36.17,139.822,0107200602,raw-accel,1.0
IBR0130107200602,dev,1466,2408,100.0,ZNE,11900,IBR013,36.1587,140.4892,4.8,56.0,59.925,36.17,139.822,0107200602,raw-accel,1.0
IBR0140107200602,dev,1413,2164,100.0,ZNE,11900,IBR014,36.0729,140.1947,4.8,56.0,35.184,36.17,139.822,0107200602,raw-accel,1.0
GNM0080107200602,dev,1412,2308,100.0,ZNE,11900,GNM008,36.3478,139.1368,4.8,56.0,64.557,36.17,139.822,0107200602,raw-accel,1.0
CHB0060107200602,dev,499,1437,100.0,ZNE,11900,CHB006,35.7801,140.3067,4.8,56.0,61.516,36.17,139.822,0107200602,raw-accel,1.0
CHB0010107200602,dev,1475,2161,100.0,ZNE,11900,CHB001,35.9595,139.8733,4.8,56.0,23.863,36.17,139.822,0107200602,raw-accel,1.0
IBR0150107200602,dev,1397,2092,100.0,ZNE,11900,IBR015,36.0693,139.908,4.8,56.0,13.607,36.17,139.822,0107200602,raw-accel,1.0
TCG0130107200602,dev,1411,2154,100.0,ZNE,11900,TCG013,36.4368,140.0225,4.8,56.0,34.693,36.17,139.822,0107200602,raw-accel,1.0
GNM0090107200602,dev,1466,2241,100.0,ZNE,11900,GNM009,36.4106,139.3251,4.8,56.0,51.968,36.17,139.822,0107200602,raw-accel,1.0
TCG0140107200602,dev,1400,2201,100.0,ZNE,11900,TCG014,36.545,140.1742,4.8,56.0,52.297,36.17,139.822,0107200602,raw-accel,1.0
FKS0290107200602,dev,1356,2578,100.0,ZNE,11900,FKS029,37.0159,139.3801,4.8,56.0,102.027,36.17,139.822,0107200602,raw-accel,1.0
TCG0060107200602,dev,1386,2360,100.0,ZNE,11900,TCG006,36.7639,140.1297,4.8,56.0,71.562,36.17,139.822,0107200602,raw-accel,1.0
YMN0040107200602,dev,1272,2614,100.0,ZNE,11900,YMN004,35.702,138.7266,4.8,56.0,111.539,36.17,139.822,0107200602,raw-accel,1.0
IWT0120308080951,train,280,1365,100.0,ZNE,11900,IWT012,39.3209,141.1378,4.4,11.0,89.415,38.52,141.227,0308080951,raw-accel,1.0
MYG0030308080951,train,1335,1661,100.0,ZNE,11900,MYG003,38.7348,141.3106,4.4,11.0,24.971,38.52,141.227,0308080951,raw-accel,1.0
MYG0110308080951,train,1426,1886,100.0,ZNE,11900,MYG011,38.2972,141.5043,4.4,11.0,34.615,38.52,141.227,0308080951,raw-accel,1.0
MYG0070308080951,train,1365,1557,100.0,ZNE,11900,MYG007,38.5876,141.2506,4.4,11.0,7.794,38.52,141.227,0308080951,raw-accel,1.0
YMT0050308080951,train,255,1375,100.0,ZNE,11900,YMT005,38.607,140.1621,4.4,11.0,93.118,38.52,141.227,0308080951,raw-accel,1.0
MYG0010308080951,train,1299,1966,100.0,ZNE,11900,MYG001,38.9015,141.5684,4.4,11.0,51.754,38.52,141.227,0308080951,raw-accel,1.0
IWT0100308080951,train,806,1411,100.0,ZNE,12000,IWT010,38.9334,141.1173,4.4,11.0,46.956,38.52,141.227,0308080951,raw-accel,1.0
MYG0020308080951,train,1397,1863,100.0,ZNE,11900,MYG002,38.7262,141.5109,4.4,11.0,33.684,38.52,141.227,0308080951,raw-accel,1.0
MYG0050308080951,train,632,1324,100.0,ZNE,11900,MYG005,38.7992,140.6507,4.4,11.0,58.904,38.52,141.227,0308080951,raw-accel,1.0
MYG0080308080951,train,1396,1678,100.0,ZNE,12000,MYG008,38.5769,141.4514,4.4,11.0,20.52,38.52,141.227,0308080951,raw-accel,1.0
MYG0090308080951,train,1049,1484,100.0,ZNE,11900,MYG009,38.4466,140.8874,4.4,11.0,30.674,38.52,141.227,0308080951,raw-accel,1.0
NAR0030010260019,train,1473,2322,100.0,ZNE,11900,NAR003,34.5169,135.7191,3.8,68.0,49.828,34.081,135.594,0010260019,raw-accel,1.0
NAR0090010260019,train,775,1481,100.0,ZNE,11900,NAR009,33.938,135.7552,3.8,68.0,21.769,34.081,135.594,0010260019,raw-accel,1.0
NAR0070010260019,train,1482,2179,100.0,ZNE,11900,NAR007,34.2213,135.7369,3.8,68.0,20.409,34.081,135.594,0010260019,raw-accel,1.0
WKY0010010260019,train,543,1360,100.0,ZNE,12000,WKY001,34.2288,135.1694,3.8,68.0,42.398,34.081,135.594,0010260019,raw-accel,1.0
MIE0160010260019,train,669,1473,100.0,ZNE,11900,MIE016,33.8764,135.9188,3.8,68.0,37.621,34.081,135.594,0010260019,raw-accel,1.0
OSK0080010260019,train,1461,2273,100.0,ZNE,11900,OSK008,34.4438,135.3874,3.8,68.0,44.599,34.081,135.594,0010260019,raw-accel,1.0
MIE0110010260019,train,428,1469,100.0,ZNE,11900,MIE011,34.4283,136.3329,3.8,68.0,78.145,34.081,135.594,0010260019,raw-accel,1.0
NAR0060010260019,train,610,1398,100.0,ZNE,11900,NAR006,34.3383,135.9541,3.8,68.0,43.774,34.081,135.594,0010260019,raw-accel,1.0
NAR0080010260019,train,1367,2128,100.0,ZNE,11900,NAR008,34.1352,136.0046,3.8,68.0,38.291,34.081,135.594,0010260019,raw-accel,1.0
NAR0010010260019,train,374,1381,100.0,ZNE,11900,NAR001,34.7154,135.7272,3.8,68.0,71.613,34.081,135.594,0010260019,raw-accel,1.0
NAR0050010260019,train,734,1465,100.0,ZNE,11900,NAR005,34.3408,135.6883,3.8,68.0,30.17,34.081,135.594,0010260019,raw-accel,1.0
WKY0070010260019,train,626,1395,100.0,ZNE,11900,WKY007,33.8375,135.7735,3.8,68.0,31.745,34.081,135.594,0010260019,raw-accel,1.0
OSK0090010260019,train,599,1404,100.0,ZNE,11900,OSK009,34.4366,135.5816,3.8,68.0,39.569,34.081,135.594,0010260019,raw-accel,1.0
MIE0170010260019,train,393,1399,100.0,ZNE,11900,MIE017,34.3624,136.3348,3.8,68.0,74.976,34.081,135.594,0010260019,raw-accel,1.0
MIE0050010260019,train,331,1475,100.0,ZNE,11900,MIE005,34.7677,136.1151,3.8,68.0,90.108,34.081,135.594,0010260019,raw-accel,1.0
MIE0140010260019,train,580,1450,100.0,ZNE,11900,MIE014,34.0638,136.1687,3.8,68.0,52.983,34.081,135.594,0010260019,raw-accel,1.0
WKY0030010260019,train,637,1466,100.0,ZNE,11900,WKY003,34.0996,135.116,3.8,68.0,44.078,34.081,135.594,0010260019,raw-accel,1.0
WKY0040010260019,train,756,1438,100.0,ZNE,11900,WKY004,34.0838,135.4313,3.8,68.0,14.991,34.081,135.594,0010260019,raw-accel,1.0
WKY0050010260019,train,1464,2240,100.0,ZNE,11900,WKY005,33.8938,135.4883,3.8,68.0,22.991,34.081,135.594,0010260019,raw-accel,1.0
WKY0020010260019,train,1428,2156,100.0,ZNE,11900,WKY002,34.2755,135.4305,3.8,68.0,26.351,34.081,135.594,0010260019,raw-accel,1.0
MIE0150010260019,train,558,1412,100.0,ZNE,11900,MIE015,33.8783,136.0822,3.8,68.0,50.357,34.081,135.594,0010260019,raw-accel,1.0
MIE0070010260019,train,1478,2627,100.0,ZNE,11900,MIE007,34.651,136.3404,3.8,68.0,93.356,34.081,135.594,0010260019,raw-accel,1.0
AIC0149703161536,train,856,1421,100.0,ZNE,5900,AIC014,34.8263,137.22,3.9,37.0,32.994,34.953,137.547,9703161536,raw-accel,1.0
AIC0139703161536,train,1387,1825,100.0,ZNE,5900,AIC013,34.9335,137.5761,3.9,37.0,3.427,34.953,137.547,9703161536,raw-accel,1.0
NGN0249703161536,train,365,1266,100.0,ZNE,5900,NGN024,35.5232,137.8374,3.9,37.0,68.689,34.953,137.547,9703161536,raw-accel,1.0
AIC0089703161536,train,1459,1943,100.0,ZNE,5900,AIC008,35.0977,137.5697,3.9,37.0,16.227,34.953,137.547,9703161536,raw-accel,1.0
SZO0229703161536,train,847,1431,100.0,ZNE,5900,SZO022,35.0916,137.8136,3.9,37.0,28.764,34.953,137.547,9703161536,raw-accel,1.0
SZO0259703161536,train,887,1421,100.0,ZNE,5900,SZO025,34.7194,137.5314,3.9,37.0,26.021,34.953,137.547,9703161536,raw-accel,1.0
AIC0079703161536,train,1456,1993,100.0,ZNE,5900,AIC007,35.1394,137.3353,3.9,37.0,28.31,34.953,137.547,9703161536,raw-accel,1.0
AIC0159703161536,train,916,1389,100.0,ZNE,5900,AIC015,34.7549,137.4047,3.9,37.0,25.577,34.953,137.547,9703161536,raw-accel,1.0
NGN0259703161536,train,670,1395,100.0,ZNE,5900,NGN025,35.2807,137.8567,3.9,37.0,46.07,34.953,137.547,9703161536,raw-accel,1.0
AIC0059703161536,train,786,1438,100.0,ZNE,5900,AIC005,35.1979,137.2056,3.9,37.0,41.325,34.953,137.547,9703161536,raw-accel,1.0
AIC0109703161536,train,1423,1899,100.0,ZNE,5900,AIC010,34.976,137.4236,3.9,37.0,11.535,34.953,137.547,9703161536,raw-accel,1.0
AOM0140412190314,train,274,1333,100.0,ZNE,11900,AOM014,40.4371,140.9406,3.8,77.0,63.979,40.243,141.651,0412190314,raw-accel,1.0
IWT0160412190314,train,366,1488,100.0,ZNE,6000,IWT016,39.5997,141.6789,3.8,77.0,71.591,40.243,141.651,0412190314,raw-accel,1.0
IWT0030412190314,train,446,1347,100.0,ZNE,11900,IWT003,40.0083,141.8861,3.8,77.0,32.882,40.243,141.651,0412190314,raw-accel,1.0
IWT0240412190314,train,1445,2323,100.0,ZNE,11900,IWT024,40.2632,141.2901,3.8,77.0,30.718,40.243,141.651,0412190314,raw-accel,1.0
IWT0200412190314,train,347,1379,100.0,ZNE,11900,IWT020,39.7841,141.3295,3.8,77.0,57.925,40.243,141.651,0412190314,raw-accel,1.0
IWT0020412190314,train,580,1416,100.0,ZNE,11900,IWT002,40.1819,141.7641,3.8,77.0,11.767,40.243,141.651,0412190314,raw-accel,1.0
IWT0050412190314,train,346,1450,100.0,ZNE,6000,IWT005,39.6472,141.9464,3.8,77.0,70.895,40.243,141.651,0412190314,raw-accel,1.0
AOM0120412190314,train,1319,2191,100.0,ZNE,11900,AOM012,40.5138,141.4805,3.8,77.0,33.405,40.243,141.651,0412190314,raw-accel,1.0
IWT0010412190314,train,583,1433,100.0,ZNE,11900,IWT001,40.4099,141.7191,3.8,77.0,19.441,40.243,141.651,0412190314,raw-accel,1.0
IWT0170412190314,train,251,1339,100.0,ZNE,11900,IWT017,39.6336,141.4376,3.8,77.0,70.182,40.243,141.651,0412190314,raw-accel,1.0
AOM0110412190314,train,1434,2387,100.0,ZNE,12000,AOM011,40.684,141.3694,3.8,77.0,54.533,40.243,141.651,0412190314,raw-accel,1.0
IWT0190412190314,train,535,1486,100.0,ZNE,11900,IWT019,39.8491,141.8034,3.8,77.0,45.693,40.243,141.651,0412190314,raw-accel,1.0
IWT0180412190314,train,370,1532,100.0,ZNE,6000,IWT018,39.6953,141.1478,3.8,77.0,74.505,40.243,141.651,0412190314,raw-accel,1.0
EHM0120304140625,train,552,1403,100.0,ZNE,11900,EHM012,33.2217,132.5727,4.0,51.0,54.07,33.576,132.174,0304140625,raw-accel,1.0
EHM0110304140625,train,823,1472,100.0,ZNE,11900,EHM011,33.4496,132.4336,4.0,51.0,27.879,33.576,132.174,0304140625,raw-accel,1.0
YMG0130304140625,train,409,1432,100.0,ZNE,11900,YMG013,34.031,131.5348,4.0,51.0,77.79,33.576,132.174,0304140625,raw-accel,1.0
FKS0019904252127,train,659,2342,100.0,ZNE,11900,FKS001,37.7949,140.9196,5.1,58.0,149.584,36.47,140.63,9904252127,raw-accel,1.0
FKS0179904252127,train,1367,2533,100.0,ZNE,11900,FKS017,37.2842,140.3689,5.1,58.0,93.492,36.47,140.63,9904252127,raw-accel,1.0
FKS0149904252127,train,1343,2138,100.0,ZNE,11900,FKS014,36.8683,140.43,5.1,58.0,47.76,36.47,140.63,9904252127,raw-accel,1.0
FKS0139904252127,train,1369,2319,100.0,ZNE,11900,FKS013,37.09,140.5563,5.1,58.0,69.272,36.47,140.63,9904252127,raw-accel,1.0
CHB0049904252127,train,438,1313,100.0,ZNE,11900,CHB004,35.9007,140.4905,5.1,58.0,64.548,36.47,140.63,9904252127,raw-accel,1.0
IBR0059904252127,train,1436,2175,100.0,ZNE,12000,IBR005,36.3851,140.2372,5.1,58.0,36.399,36.47,140.63,9904252127,raw-accel,1.0
IBR0029904252127,train,1379,2057,100.0,ZNE,11900,IBR002,36.7061,140.7068,5.1,58.0,27.141,36.47,140.63,9904252127,raw-accel,1.0
TCG0039904252127,train,1382,2561,100.0,ZNE,11900,TCG003,36.8144,139.7153,5.1,58.0,90.173,36.47,140.63,9904252127,raw-accel,1.0
IBR0179904252127,train,1378,2341,100.0,ZNE,11900,IBR017,35.9537,140.3194,5.1,58.0,63.833,36.47,140.63,9904252127,raw-accel,1.0
IBR0109904252127,train,1316,2335,100.0,ZNE,11900,IBR010,36.1843,139.9653,5.1,58.0,67.51,36.47,140.63,9904252127,raw-accel,1.0
TCG0119904252127,train,274,1445,100.0,ZNE,11900,TCG011,36.3867,139.6145,5.1,58.0,91.35,36.47,140.63,9904252127,raw-accel,1.0
FKS0129904252127,train,762,1582,100.0,ZNE,11900,FKS012,36.9069,140.7929,5.1,58.0,50.72,36.47,140.63,9904252127,raw-accel,1.0
FKS0159904252127,train,1428,2361,100.0,ZNE,11900,FKS015,37.0217,140.3775,5.1,58.0,65.36,36.47,140.63,9904252127,raw-accel,1.0
CHB0029904252127,train,1326,2551,100.0,ZNE,11900,CHB002,35.7868,139.9031,5.1,58.0,100.194,36.47,140.63,9904252127,raw-accel,1.0
FKS0049904252127,train,1273,2791,100.0,ZNE,11900,FKS004,37.6799,140.7346,5.1,58.0,134.892,36.47,140.63,9904252127,raw-accel,1.0
MYG0119904252127,train,300,2664,100.0,ZNE,11900,MYG011,38.2972,141.5043,5.1,58.0,217.423,36.47,140.63,9904252127,raw-accel,1.0
FKS0099904252127,train,1306,2454,100.0,ZNE,11900,FKS009,37.2778,140.6349,5.1,58.0,89.85,36.47,140.63,9904252127,raw-accel,1.0
FKS0119904252127,train,973,1981,100.0,ZNE,11900,FKS011,37.0911,140.9035,5.1,58.0,73.253,36.47,140.63,9904252127,raw-accel,1.0
FKS0169904252127,train,1309,2407,100.0,ZNE,11900,FKS016,37.1228,140.1914,5.1,58.0,82.45,36.47,140.63,9904252127,raw-accel,1.0
IBR0119904252127,train,1356,2307,100.0,ZNE,11900,IBR011,36.1251,140.0903,5.1,58.0,61.744,36.47,140.63,9904252127,raw-accel,1.0
TCG0109904252127,train,1438,2772,100.0,ZNE,11900,TCG010,36.6347,139.4376,5.1,58.0,108.103,36.47,140.63,9904252127,raw-accel,1.0
IBR0039904252127,train,1402,2018,100.0,ZNE,11900,IBR003,36.5915,140.6453,5.1,58.0,13.583,36.47,140.63,9904252127,raw-accel,1.0
IBR0049904252127,train,757,1400,100.0,ZNE,11900,IBR004,36.5273,140.4094,5.1,58.0,20.728,36.47,140.63,9904252127,raw-accel,1.0
GNM0119904252127,train,1390,2799,100.0,ZNE,11900,GNM011,36.2914,139.3609,5.1,58.0,115.367,36.47,140.63,9904252127,raw-accel,1.0
IBR0079904252127,train,1404,2028,100.0,ZNE,11900,IBR007,36.3523,140.5955,5.1,58.0,13.451,36.47,140.63,9904252127,raw-accel,1.0
TCG0019904252127,train,1383,2399,100.0,ZNE,11900,TCG001,36.9417,140.0828,5.1,58.0,71.649,36.47,140.63,9904252127,raw-accel,1.0
TCG0069904252127,train,1417,2290,100.0,ZNE,11900,TCG006,36.7639,140.1297,5.1,58.0,55.349,36.47,140.63,9904252127,raw-accel,1.0
IBR0129904252127,train,1388,2172,100.0,ZNE,13000,IBR012,36.1901,140.2869,5.1,58.0,43.754,36.47,140.63,9904252127,raw-accel,1.0
TCG0139904252127,train,1404,2287,100.0,ZNE,11900,TCG013,36.4368,140.0225,5.1,58.0,54.474,36.47,140.63,9904252127,raw-accel,1.0
TCG0149904252127,train,1388,2161,100.0,ZNE,12500,TCG014,36.545,140.1742,5.1,58.0,41.594,36.47,140.63,9904252127,raw-accel,1.0
CHB0069904252127,train,321,1360,100.0,ZNE,11900,CHB006,35.7801,140.3067,5.1,58.0,82.048,36.47,140.63,9904252127,raw-accel,1.0
IBR0139904252127,train,1326,2114,100.0,ZNE,11900,IBR013,36.1587,140.4892,5.1,58.0,36.853,36.47,140.63,9904252127,raw-accel,1.0
IBR0149904252127,train,1331,2200,100.0,ZNE,11900,IBR014,36.0729,140.1947,5.1,58.0,58.945,36.47,140.63,9904252127,raw-accel,1.0
IBR0019904252127,train,1387,2151,100.0,ZNE,11900,IBR001,36.7761,140.3569,5.1,58.0,41.875,36.47,140.63,9904252127,raw-accel,1.0
TCG0079904252127,train,1297,2314,100.0,ZNE,11900,TCG007,36.5692,139.8861,5.1,58.0,67.404,36.47,140.63,9904252127,raw-accel,1.0
SZO0230109271814,train,1433,2206,100.0,ZNE,11900,SZO023,34.8738,137.8164,4.3,15.0,64.098,34.87,137.114,0109271814,raw-accel,1.0
AIC0090109271814,train,1442,1791,100.0,ZNE,11900,AIC009,35.0812,137.1464,4.3,15.0,23.676,34.87,137.114,0109271814,raw-accel,1.0
MIE0040109271814,train,1454,2243,100.0,ZNE,11900,MIE004,34.8569,136.4493,4.3,15.0,60.68,34.87,137.114,0109271814,raw-accel,1.0
AIC0180109271814,train,1088,1500,100.0,ZNE,11900,AIC018,34.6221,137.1078,4.3,15.0,27.579,34.87,137.114,0109271814,raw-accel,1.0
AIC0110109271814,train,1440,1855,100.0,ZNE,11900,AIC011,34.9965,136.8639,4.3,15.0,26.797,34.87,137.114,0109271814,raw-accel,1.0
GIF0210109271814,train,1381,2167,100.0,ZNE,11900,GIF021,35.4426,137.0,4.3,15.0,64.526,34.87,137.114,0109271814,raw-accel,1.0
AIC0160109271814,train,1443,1802,100.0,ZNE,11900,AIC016,34.7788,136.9087,4.3,15.0,21.314,34.87,137.114,0109271814,raw-accel,1.0
GIF0260109271814,train,356,1409,100.0,ZNE,11900,GIF026,35.5912,136.7414,4.3,15.0,87.067,34.87,137.114,0109271814,raw-accel,1.0
AIC0040109271814,train,1407,1756,100.0,ZNE,11900,AIC004,35.0634,136.9736,4.3,15.0,25.03,34.87,137.114,0109271814,raw-accel,1.0
SZO0260109271814,train,560,1440,100.0,ZNE,11900,SZO026,34.9816,137.8975,4.3,15.0,72.52,34.87,137.114,0109271814,raw-accel,1.0
GIF0160109271814,train,526,1429,100.0,ZNE,11900,GIF016,35.5424,137.1191,4.3,15.0,74.79,34.87,137.114,0109271814,raw-accel,1.0
GIF0120109271814,train,298,1489,100.0,ZNE,11900,GIF012,35.6365,136.4882,4.3,15.0,102.465,34.87,137.114,0109271814,raw-accel,1.0
SZO0220109271814,train,1391,2198,100.0,ZNE,11900,SZO022,35.0916,137.8136,4.3,15.0,68.355,34.87,137.114,0109271814,raw-accel,1.0
SZO0250109271814,train,1405,1922,100.0,ZNE,11900,SZO025,34.7194,137.5314,4.3,15.0,41.643,34.87,137.114,0109271814,raw-accel,1.0
GIF0240109271814,train,797,1469,100.0,ZNE,11900,GIF024,35.3009,137.387,4.3,15.0,53.985,34.87,137.114,0109271814,raw-accel,1.0
GIF0230109271814,train,1478,2198,100.0,ZNE,11900,GIF023,35.3882,137.2158,4.3,15.0,58.377,34.87,137.114,0109271814,raw-accel,1.0
SIG0080109271814,train,416,1405,100.0,ZNE,11900,SIG008,35.0701,136.2946,4.3,15.0,77.929,34.87,137.114,0109271814,raw-accel,1.0
AIC0050109271814,train,1443,1925,100.0,ZNE,12000,AIC005,35.1979,137.2056,4.3,15.0,37.413,34.87,137.114,0109271814,raw-accel,1.0
AIC0020109271814,train,1469,2119,100.0,ZNE,11900,AIC002,35.2979,136.9153,4.3,15.0,50.914,34.87,137.114,0109271814,raw-accel,1.0
AIC0080109271814,train,1394,1998,100.0,ZNE,11900,AIC008,35.0977,137.5697,4.3,15.0,48.641,34.87,137.114,0109271814,raw-accel,1.0
AIC0170109271814,train,1466,1803,100.0,ZNE,11900,AIC017,34.6694,137.2633,4.3,15.0,26.152,34.87,137.114,0109271814,raw-accel,1.0
MIE0020109271814,train,1432,2166,100.0,ZNE,11900,MIE002,35.0279,136.5073,4.3,15.0,58.033,34.87,137.114,0109271814,raw-accel,1.0
AIC0100109271814,train,1427,1840,100.0,ZNE,11900,AIC010,34.976,137.4236,4.3,15.0,30.597,34.87,137.114,0109271814,raw-accel,1.0
GIF0200109271814,train,1479,2327,100.0,ZNE,11900,GIF020,35.4243,136.7553,4.3,15.0,69.752,34.87,137.114,0109271814,raw-accel,1.0
AIC0130109271814,train,1397,1943,100.0,ZNE,12000,AIC013,34.9335,137.5761,4.3,15.0,42.741,34.87,137.114,0109271814,raw-accel,1.0
AIC0140109271814,train,1453,1709,100.0,ZNE,11900,AIC014,34.8263,137.22,4.3,15.0,10.828,34.87,137.114,0109271814,raw-accel,1.0
AIC0060109271814,train,774,1420,100.0,ZNE,11900,AIC006,35.2159,137.5086,4.3,15.0,52.644,34.87,137.114,0109271814,raw-accel,1.0
AIC0070109271814,train,1418,1877,100.0,ZNE,11900,AIC007,35.1394,137.3353,4.3,15.0,36.116,34.87,137.114,0109271814,raw-accel,1.0
NGN0220109271814,train,319,1467,100.0,ZNE,11900,NGN022,35.6079,137.6125,4.3,15.0,93.738,34.87,137.114,0109271814,raw-accel,1.0
